centroid	uniref90	B32_SW	129_VTPPs	CC57c	B91_TPP	ATCC51146	129_MSG	CSUNSWCD	B91_SC	CAM	129_VTPP	B91_SCBr
PROKKA_B32_SW_01783 	UniRef90_B9CYS0|1059	1	1	0	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01780 	UniRef90_B9CYR8|1098	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01523 	UniRef90_M5IR23|5232	1	1	0	0	0	1	1	0	0	1	0
PROKKA_B32_SW_01250 	UniRef90_C6RCW9|1341	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01520 	UniRef90_B9D3B1|1518	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01254 	UniRef90_C6RCW5|2097	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00557 	UniRef90_C6RFT6|972	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_01258 	UniRef90_U2GWL6|711	1	1	0	0	0	1	1	0	0	1	0
PROKKA_B32_SW_01528 	UniRef90_M5IL42|387	1	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_01298 	UniRef90_M3II55|666	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01821 	UniRef90_M3IKK8|732	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_00674 	UniRef90_C6RG72|1416	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CAM_01661 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_00131 	UniRef90_C6RHZ1|678	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_00785 	UniRef90_C6RGG4|384	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_00787 	UniRef90_C6RGG6|1098	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01046 	UniRef90_C6RJ64|168	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CC57c_00104 	UniRef90_M3IN46|426	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01123 	No_Uniref	1	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_00589 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_01090 	UniRef90_B9D2Q8|1431	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00681 	UniRef90_B9CZM4|1164	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_00910 	UniRef90_C6RFF6|1935	0	1	0	1	1	1	0	1	1	1	1
PROKKA_129_MSG_00463 	UniRef90_C6RH47|816	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01099 	UniRef90_M5IKJ7|2271	1	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_00261 	UniRef90_M5IDA8|234	1	1	0	0	0	1	1	0	0	1	0
PROKKA_ATCC51146_01934 	UniRef90_B9CXN1|540	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00415 	UniRef90_M3ILI2|501	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00918 	UniRef90_C6RFE8|1665	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00685 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_00535 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_00146 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_01563 	UniRef90_M5IHC6|111	1	1	0	0	0	1	1	0	0	1	0
PROKKA_CAM_00141 	UniRef90_B9CYT7|780	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00466 	UniRef90_C6RH50|384	1	1	0	0	1	1	1	0	1	1	0
PROKKA_CC57c_00689 	UniRef90_M5IQ75|132	0	0	1	1	1	0	0	1	1	0	1
PROKKA_CAM_00996 	UniRef90_B9D242|444	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_00536 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_00995 	UniRef90_B9D243|1479	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_01448 	UniRef90_M3JFS9|375	1	1	1	0	1	1	1	0	0	1	0
PROKKA_B91_SCBr_02015 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_02014 	No_Uniref	0	0	0	0	0	0	0	1	0	0	1
PROKKA_B91_SCBr_02012 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_02011 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_02010 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_02262 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_02260 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_02261 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_02266 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_02267 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_02264 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_02018 	UniRef90_M3I3P0|1521	0	0	1	1	0	0	0	1	0	0	1
PROKKA_B32_SW_01325 	UniRef90_M5IQZ1|411	1	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_01324 	UniRef90_A7GZB9|861	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00517 	UniRef90_M3I3H4|1194	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02203 	UniRef90_M3GZS7|1542	1	0	0	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_00879 	UniRef90_C6RFJ1|465	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_01657 	UniRef90_C6RGT7|495	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_00796 	UniRef90_M3JDW2|432	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01655 	UniRef90_C6RGT6|1260	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00875 	UniRef90_C6RFJ5|711	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_00874 	UniRef90_C6RFJ6|621	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_01658 	UniRef90_B9CZE1|864	0	0	0	0	1	0	0	0	1	0	0
PROKKA_ATCC51146_01659 	UniRef90_C6RGT9|633	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_00230 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CC57c_00518 	UniRef90_F0RDC7|2229	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_00873 	UniRef90_C6RFJ7|1338	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_00823 	UniRef90_C6REU6|252	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_02339 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_02238 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CAM_01803 	UniRef90_C6RG97|351	0	0	0	0	1	0	0	0	1	0	0
PROKKA_CC57c_01496 	UniRef90_C8PFD7|1050	0	0	1	0	0	0	0	0	0	0	0
PROKKA_129_MSG_01799 	UniRef90_M3JDS5|198	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_02003 	UniRef90_M3IJJ7|624	0	0	1	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00891 	UniRef90_M5IRH5|216	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01792 	UniRef90_M5IGZ9|447	0	1	0	0	0	1	1	0	0	1	0
PROKKA_129_MSG_01791 	UniRef90_M5IN45|180	1	1	0	0	0	1	1	0	0	1	0
PROKKA_CC57c_00336 	UniRef90_M3I401|1212	0	0	1	0	0	0	0	0	0	0	0
PROKKA_129_MSG_01797 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01795 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00896 	UniRef90_B9CZP2|945	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00209 	UniRef90_B9CZL5|1305	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01271 	UniRef90_B9D5M9|2454	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01273 	UniRef90_C6RD60|609	0	0	0	1	1	0	0	1	0	0	1
PROKKA_CSUNSWCD_01866 	UniRef90_U2EN00|924	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CAM_00091 	UniRef90_C6REA9|936	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01667 	UniRef90_B9D0Y3|1050	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01666 	UniRef90_M5IRE1|450	0	1	0	0	1	1	1	0	0	1	0
PROKKA_B91_SCBr_00147 	UniRef90_C6RGR7|501	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01664 	UniRef90_C6RG97|351	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SC_01616 	UniRef90_U2FBE6|1500	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SC_01617 	No_Uniref	0	0	0	0	0	0	0	1	0	0	1
PROKKA_B91_SC_01614 	UniRef90_U2GG05|690	0	0	1	1	0	0	0	1	0	0	1
PROKKA_129_MSG_02046 	UniRef90_B9CYM9|312	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00676 	UniRef90_M5IHK9|1449	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00675 	UniRef90_A7GXI9|1101	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_02045 	UniRef90_D9PNB2|264	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_00124 	UniRef90_M5INE1|729	1	0	0	0	0	0	1	0	0	0	0
PROKKA_B91_SCBr_00949 	UniRef90_M3J952|333	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01475 	UniRef90_U2FJ26|279	0	0	1	0	1	0	1	0	0	0	0
PROKKA_B91_SCBr_00944 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00943 	UniRef90_U2GNQ0|117	0	0	1	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00942 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_01066 	No_Uniref	0	1	1	0	0	1	0	0	0	1	0
PROKKA_CC57c_01075 	UniRef90_C6RH91|435	0	0	1	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_00047 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B32_SW_02236 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01152 	No_Uniref	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CAM_02271 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_01087 	UniRef90_M5IRR0|159	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00300 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00045 	UniRef90_C6RI10|882	0	0	1	1	1	0	0	1	1	0	1
PROKKA_B91_SCBr_00305 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_ATCC51146_01503 	UniRef90_M5IS03|927	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00307 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00306 	UniRef90_U2GAH0|276	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00309 	UniRef90_U2F046|1245	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CC57c_00028 	UniRef90_B9D2R4|819	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00055 	UniRef90_C6RJ80|3618	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CAM_01403 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_ATCC51146_00053 	UniRef90_C6RJ78|1410	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00051 	UniRef90_C6RJ74|2151	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00050 	UniRef90_C6RJ73|270	0	0	0	0	1	0	0	0	1	0	0
PROKKA_CAM_01385 	UniRef90_B9D403|390	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00528 	UniRef90_M3IM06|1479	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01189 	UniRef90_C6RH32|252	0	0	0	1	1	0	0	1	0	0	1
PROKKA_CAM_01386 	UniRef90_B9D404|1731	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00574 	UniRef90_S7JXP7|165	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_01383 	UniRef90_M3JBE5|414	1	0	0	1	0	0	0	1	1	0	1
PROKKA_ATCC51146_00849 	UniRef90_C6RFM5|189	0	0	0	0	1	0	0	0	0	0	0
PROKKA_129_MSG_01403 	UniRef90_U2EFA3|540	0	1	0	0	0	1	0	0	0	0	0
PROKKA_129_MSG_01402 	UniRef90_U2EWE0|924	0	1	0	0	0	1	0	0	0	0	0
PROKKA_129_MSG_01401 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01400 	UniRef90_U2FC77|1488	1	1	0	1	1	1	1	1	0	1	1
PROKKA_ATCC51146_00747 	UniRef90_C6RCS2|609	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B91_SCBr_00518 	UniRef90_M3GZ28|480	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01544 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_00335 	UniRef90_C6REE2|897	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_00455 	UniRef90_A8Z6N9|816	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00429 	UniRef90_B9D4W6|534	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00936 	UniRef90_C6RDL7|480	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00422 	UniRef90_B9D4X2|774	1	1	0	1	1	1	1	1	1	1	1
PROKKA_CAM_01451 	UniRef90_M5IQG8|177	1	1	0	0	0	1	0	0	1	1	0
PROKKA_CAM_01548 	UniRef90_B9D308|633	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01139 	UniRef90_B9D1N3|930	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_00081 	UniRef90_C6RI53|534	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CAM_00393 	UniRef90_M5IK06|297	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_00415 	UniRef90_C6RG80|651	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01131 	UniRef90_B9D3H8|1194	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01133 	UniRef90_B9D3H0|1200	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00411 	UniRef90_B9D117|603	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01529 	UniRef90_M3JBT5|348	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B91_SCBr_00413 	UniRef90_B9D115|327	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01753 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_01145 	UniRef90_B9D0J2|831	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00821 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_01147 	UniRef90_C6RI88|1221	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01140 	UniRef90_C6RIA0|1185	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01141 	UniRef90_M3GXG0|561	0	0	1	1	0	0	0	1	0	0	1
PROKKA_CAM_01769 	UniRef90_I6VL64|528	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00833 	UniRef90_M3GZG4|462	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B91_SCBr_01922 	UniRef90_C6REB7|1365	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01923 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CAM_01762 	UniRef90_C6RCR3|492	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01924 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01925 	UniRef90_C6RD10|1845	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01537 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01243 	UniRef90_B9D037|933	0	1	0	0	0	1	1	0	0	1	0
PROKKA_129_MSG_01534 	UniRef90_M3IMK0|1080	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00095 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_01532 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CAM_00964 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_B91_SCBr_00096 	UniRef90_M5IH37|222	1	1	0	1	0	1	1	1	1	1	1
PROKKA_129_MSG_01248 	UniRef90_C6RI09|2433	1	1	0	0	1	1	1	0	1	1	0
PROKKA_CAM_00968 	UniRef90_U2ECC2|783	1	1	0	1	0	1	0	1	1	1	1
PROKKA_ATCC51146_00296 	UniRef90_M3IKE6|354	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00336 	UniRef90_B9D5Y0|231	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00240 	UniRef90_B9D3J3|495	0	1	0	0	0	1	1	0	0	1	0
PROKKA_129_MSG_00334 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CC57c_00837 	UniRef90_M3GZG9|453	0	1	1	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00689 	UniRef90_M5IT04|597	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CC57c_00834 	UniRef90_M3IL49|498	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01614 	UniRef90_C6RD60|609	0	0	1	0	0	0	0	0	0	0	0
PROKKA_129_MSG_00682 	UniRef90_C6RGR9|1026	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00683 	UniRef90_M5IT10|912	1	1	0	0	0	1	1	0	0	1	0
PROKKA_CC57c_00835 	UniRef90_M3JBU7|231	0	0	1	0	0	0	0	0	0	0	0
PROKKA_129_MSG_00686 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00687 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00684 	UniRef90_C6RGS3|279	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00685 	UniRef90_M5IT08|1185	0	1	0	0	1	1	0	0	0	1	0
PROKKA_CC57c_00256 	UniRef90_M3JDL6|405	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01520 	UniRef90_C6RF65|1008	0	0	1	0	0	0	0	0	0	0	0
PROKKA_129_VTPP_00390 	UniRef90_M5IHR2|1227	1	1	1	1	1	0	1	1	1	1	1
PROKKA_CC57c_00819 	UniRef90_C6REU9|1053	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02319 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CAM_01612 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_01854 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_00111 	UniRef90_M5IRF0|900	1	1	0	0	0	1	1	0	0	1	0
PROKKA_CSUNSWCD_01035 	UniRef90_M5IQI0|456	1	1	0	0	0	1	1	0	0	1	0
PROKKA_ATCC51146_01899 	UniRef90_C6RCK7|450	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B91_SCBr_01326 	UniRef90_B9D296|1062	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_00980 	UniRef90_M5IGU5|267	1	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_02311 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02310 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CAM_01619 	UniRef90_B9D2Q9|1173	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_02312 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02315 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_129_MSG_00248 	UniRef90_C6RGA2|1152	1	1	1	0	1	1	1	0	1	1	0
PROKKA_129_MSG_00149 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_02316 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_129_MSG_00206 	UniRef90_C6RGF1|636	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00207 	UniRef90_B9D4V4|1122	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00204 	UniRef90_C6RGF3|1116	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00757 	UniRef90_M5ISX8|999	1	1	0	1	0	1	1	1	1	1	1
PROKKA_129_MSG_00750 	UniRef90_M5ISY1|468	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00751 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00200 	UniRef90_M3IIW8|216	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00201 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CSUNSWCD_01738 	UniRef90_C6RG70|735	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02124 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_00209 	UniRef90_A7ZD40|1806	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CAM_02331 	UniRef90_B9D575|903	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_01158 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CC57c_01009 	UniRef90_M5IQK6|1140	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01004 	UniRef90_C6RFL5|1059	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00523 	UniRef90_M5IP25|132	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00522 	UniRef90_B9D500|1938	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01000 	UniRef90_B9D5S6|1458	1	1	1	0	0	1	1	0	1	1	0
PROKKA_B91_SCBr_00524 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_B32_SW_02230 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CAM_02244 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_01006 	UniRef90_UPI0003689E3B|453	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_02269 	UniRef90_U2F527|240	1	1	1	0	0	1	1	0	0	1	0
PROKKA_129_MSG_01367 	UniRef90_B9CY56|261	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_01214 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B32_SW_02264 	UniRef90_B9D143|1635	1	1	1	0	0	1	1	0	1	1	0
PROKKA_B32_SW_02261 	UniRef90_B9D147|2502	1	1	1	0	0	1	1	0	1	1	0
PROKKA_B91_SCBr_01211 	UniRef90_M3I412|255	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02330 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_01794 	UniRef90_M3GWN8|573	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01795 	UniRef90_M3IIE9|1413	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_02232 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_01365 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CAM_02234 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02235 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02236 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02237 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_VTPP_00404 	No_Uniref	0	0	0	0	0	0	0	0	0	1	0
PROKKA_CAM_02239 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_02231 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01602 	UniRef90_UPI00036828D1|429	1	0	0	0	0	0	0	0	0	0	0
PROKKA_129_VTPP_00403 	No_Uniref	0	0	0	0	0	0	0	0	0	1	0
PROKKA_CC57c_01480 	UniRef90_M3IJF8|909	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01483 	UniRef90_M3IJE3|717	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01360 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CSUNSWCD_00810 	UniRef90_M5IEZ6|249	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_00811 	UniRef90_M5IR69|126	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_00812 	UniRef90_M5IJC7|126	0	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_01361 	UniRef90_A7ZBU6|1332	0	1	0	0	0	1	0	0	1	1	0
PROKKA_CSUNSWCD_00814 	UniRef90_M5IF01|411	0	1	0	0	0	1	1	0	0	1	0
PROKKA_129_MSG_02170 	UniRef90_B9D152|219	1	1	1	0	0	1	1	0	0	1	0
PROKKA_CC57c_01310 	UniRef90_B9CY74|522	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02378 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_01312 	UniRef90_B9CY69|1368	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00183 	UniRef90_M3JFQ7|513	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01642 	UniRef90_M5ILD9|531	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_01643 	UniRef90_M5IR96|2103	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_02118 	UniRef90_M5INR3|582	0	1	1	0	1	1	0	0	0	1	0
PROKKA_CC57c_02117 	UniRef90_M3JA61|636	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_02114 	UniRef90_C6RH68|570	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00638 	UniRef90_A7H159|1020	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_02111 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_02110 	UniRef90_M3GVW6|1641	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_00412 	UniRef90_B9CYA2|1671	0	0	1	1	1	0	0	1	1	0	1
